doi,title,relevant,tags
"10.3390/ijms242216044","Trisomies Reorganize Human 3D Genome","no",[]
"10.1126/sciadv.abo1360","Multiscale 3D genome reorganization during skeletal muscle stem cell lineage progression and aging","yes",[]
"10.1016/j.stemcr.2020.02.002","lncRNA <i>5430416N02Rik</i> Promotes the Proliferation of Mouse Embryonic Stem Cells by Activating <i>Mid1</i> Expression through 3D Chromatin Architecture","no",[]
"10.1038/s41588-024-01826-3","Integrated analyses highlight interactions between the three-dimensional genome and DNA, RNA and epigenomic alterations in metastatic prostate cancer","no",[]
"10.1186/s13059-020-01983-8","High-resolution Repli-Seq defines the temporal choreography of initiation, elongation and termination of replication in mammalian cells","no",[]
"10.1038/s41467-019-11535-9","Chromatin loops associated with active genes and heterochromatin shape rice genome architecture for transcriptional regulation","no",[]
"10.1016/j.xplc.2023.100556","Centromere repositioning and shifts in wheat evolution","no",[]
"10.1186/1471-2164-11-S2-S7","Nucleosome structure incorporated histone acetylation site prediction in <i>arabidopsis thaliana</i>","no",[]
"10.1007/s13238-018-0524-9","Architecture of SWI/SNF chromatin remodeling complex","no",[]
"10.1371/journal.pcbi.1010162","Characterizing collaborative transcription regulation with a graph-based deep learning approach","no",[]
"10.1080/15476286.2020.1777769","Epigenomics-based identification of oestrogen-regulated long noncoding RNAs in ER plus breast cancer","no",[]
"10.15252/embr.202357550","MATR3-antisense LINE1 RNA meshwork scaffolds higher-order chromatin organization","no",[]
"10.1038/s41467-024-47678-7","A fine-scale <i>Arabidopsis</i> chromatin landscape reveals chromatin conformation-associated transcriptional dynamics","no",[]
"10.1242/dev.170902","The expanding repertoire of hereditary information carriers","no",[]
"10.1093/nar/gkad658","Integrated 3D genome, epigenome and transcriptome analyses reveal transcriptional coordination of circadian rhythm in rice","no",[]
"10.3389/fbioe.2020.00668","Identification and Analysis of p53-Regulated Enhancers in Hepatic Carcinoma","no",[]
"10.1038/s41588-019-0479-7","Transcriptionally active HERV-H retrotransposons demarcate topologically associating domains in human pluripotent stem cells","no",[]
"10.1186/s12864-019-5470-2","Large-scale 3D chromatin reconstruction from chromosomal contacts","yes",[]
"10.1093/bioinformatics/btad266","Reference panel-guided super-resolution inference of Hi-C data","no",[]
"10.1371/journal.pone.0128555","Radiation Induced Chromatin Conformation Changes Analysed by Fluorescent Localization Microscopy, Statistical Physics, and Graph Theory","no",[]
"10.1038/s41576-023-00638-1","Computational methods for analysing multiscale 3D genome organization","no",[]
"10.1016/j.gpb.2023.01.004","Mapping Multi-Factor-Mediated Chromatin Interactions to Assess Dysregulation of Lung Cancer-Related Genes","no",[]
"10.1038/s41467-018-03113-2","Enhancing Hi-C data resolution with deep convolutional neural network HiCPlus","no",[]
"10.1038/s41574-023-00810-x","EDC exposure in 3D genome memory in transgenerational obesity","no",[]
"10.1093/jmcb/mjy062","Structure and functional interactions of INO80 actin/Arp module","no",[]
"10.1073/pnas.1620425114","Analysis of high-resolution 3D intrachromosomal interactions aided by Bayesian network modeling","no",[]
"10.1038/s41467-022-35233-1","Graph-based autoencoder integrates spatial transcriptomics with chromatin images and identifies joint biomarkers for Alzheimer's disease","no",[]
"10.1093/pcp/pcab134","Plant 3D Chromatin Organization: Important Insights from Chromosome Conformation Capture Analyses of the Last 10 Years","no",[]
"10.1186/s13059-021-02520-x","Chromatin spatial organization of wild type and mutant peanuts reveals high-resolution genomic architecture and interaction alterations","yes",[]
"10.1186/s12870-023-04269-w","High-resolution Hi-C maps highlight multiscale chromatin architecture reorganization during cold stress in <i>Brachypodium distachyon</i>","no",[]
"10.1093/nar/gkv1348","Integrin α4β1 controls G9a activity that regulates epigenetic changes and nuclear properties required for lymphocyte migration","no",[]
"10.3389/fgene.2023.1181956","Prediction of CTCF loop anchor based on machine learning","no",[]
"10.1101/gr.275235.121","The loss of heterochromatin is associated with multiscale three-dimensional genome reorganization and aberrant transcription during cellular senescence","no",[]
"10.1161/CIRCRESAHA.118.312497","Epigenetic Modifications in Cardiovascular Aging and Diseases","no",[]
"10.1111/pbi.14134","<i>Domains Rearranged Methylase 2</i> maintains DNA methylation at large DNA hypomethylated shores and long-range chromatin interactions in rice","no",[]
"10.1016/j.csbj.2022.05.032","3D chromatin structure changes during spermatogenesis and oogenesis","no",[]
"10.1038/s41467-019-13423-8","In silico prediction of high-resolution Hi-C interaction matrices","no",[]
"10.1016/j.cels.2022.09.004","Ultrafast and interpretable single-cell 3D genome analysis with Fast-Higashi","no",[]
"10.1038/s41587-021-01034-y","Multiscale and integrative single-cell Hi-C analysis with Higashi","no",[]
"10.1093/bioinformatics/bty248","Predicting CTCF-mediated chromatin loops using CTCF-MP","no",[]
"10.1109/TCBB.2018.2865349","Inferring Spatial Organization of Individual Topologically Associated Domains via Piecewise Helical Model","no",[]
"10.1038/s42003-024-07230-1","Multiscale 3D genome rewiring during PTF1A-mediated somatic cell reprogramming into neural stem cells","no",[]
"10.1089/cmb.2022.0264","Multimodal Single-Cell Translation and Alignment with Semi-Supervised Learning","no",[]
"10.1093/bioinformatics/btac798","Computational prediction and characterization of cell-type-specific and shared binding sites","no",[]
"10.1016/j.molp.2020.12.020","Asymmetric epigenome maps of subgenomes reveal imbalanced transcription and distinct evolutionary trends in <i>Brassica</i> <i>napus</i>","no",[]
"10.1093/bioinformatics/btac575","CLNN-loop: a deep learning model to predict CTCF-mediated chromatin loops in the different cell lines and CTCF-binding sites (CBS) pair types","no",[]
"10.1016/j.celrep.2023.113663","ZNF143 deletion alters enhancer/promoter looping and CTCF/cohesin geometry","no",[]
"10.1016/j.molcel.2022.06.032","Molecular organization of the early stages of nucleosome phase separation visualized by cryo-electron tomography","no",[]
"10.1038/s41467-024-48305-1","Angle between DNA linker and nucleosome core particle regulates array compaction revealed by individual-particle cryo-electron tomography","no",[]
"10.1242/bio.041368","In the human sperm nucleus, nucleosomes form spatially restricted domains consistent with programmed nucleosome positioning","no",[]
"10.1093/hr/uhae017","BL-Hi-C reveals the 3D genome structure of Brassica crops with high sensitivity","yes",[]
"10.1186/s12864-018-5278-5","Revealing transcription factor and histone modification co-localization and dynamics across cell lines by integrating ChIP-seq and RNA-seq data","no",[]
"10.1186/s11658-022-00409-6","Three-dimensional genome landscape comprehensively reveals patterns of spatial gene regulation in papillary and anaplastic thyroid cancers: a study using representative cell lines for each cancer type","no",[]
"10.1002/ctd2.17","Disorder of three-dimensional chromosome structure plays a role in carcinogenesis","no",[]
"10.1016/j.molcel.2020.06.001","Analysis of Genome Architecture during SCNT Reveals a Role of Cohesin in Impeding Minor ZGA","no",[]
"10.1093/bioinformatics/btac535","Prediction of gene co-expression from chromatin contacts with graph attention network","no",[]
"10.1038/ncomms12249","Systematic identification of protein combinations mediating chromatin looping","no",[]
"10.1111/cpr.12970","Super enhancers-Functional cores under the 3D genome","no",[]
"10.1002/smll.201907688","Nuclear Mechanics within Intact Cells Is Regulated by Cytoskeletal Network and Internal Nanostructures","no",[]
"10.1371/journal.pone.0202033","Molecular markers and cytogenetics to characterize a wheat-<i>Dasypyrum villosum</i> 3V (3D) substitution line conferring resistance to stripe rust","no",[]
"10.1038/s41467-024-49684-1","CTCF mutation at R567 causes developmental disorders via 3D genome rearrangement and abnormal neurodevelopment","no",[]
"10.1186/s40104-022-00679-2","Reorganization of 3D genome architecture across wild boar and Bama pig adipose tissues","yes",[]
"10.1016/j.smim.2019.101324","Epigenetic and transcriptional mechanisms for the regulation of IL-10","no",[]
"10.1093/nar/gkx885","Characteristic arrangement of nucleosomes is predictive of chromatin interactions at kilobase resolution","no",[]
"10.3389/fonc.2022.999302","3D CRISPR screen in prostate cancer cells reveals PARP inhibitor sensitization through TBL1XR1-SMC3 interaction","no",[]
"10.1091/mbc.E19-10-0589","Nuclear body phase separation drives telomere clustering in ALT cancer cells","no",[]
"10.1016/j.molcel.2023.07.006","CTCF and R-loops are boundaries of cohesin-mediated DNA looping","no",[]
"10.1093/nar/gkr965","AnimalTFDB: a comprehensive animal transcription factor database","no",[]
"10.1038/s41467-021-25418-5","CTCF and transcription influence chromatin structure re-configuration after mitosis","no",[]
"10.1038/s42003-023-05141-1","Multi-omic analysis reveals dynamic changes of three-dimensional chromatin architecture during T cell differentiation","no",[]
"10.1093/bib/bbad166","InferLoop: leveraging single-cell chromatin accessibility for the signal of chromatin loop","no",[]
"10.1016/j.celrep.2020.108206","tagHi-C Reveals 3D Chromatin Architecture Dynamics during Mouse Hematopoiesis","yes",[]
"10.1186/s12915-024-01906-0","Drought response revealed by chromatin organization variation and transcriptional regulation in cotton","no",[]
"10.1016/j.cell.2023.04.019","Neurulation of the cynomolgus monkey embryo achieved from 3D blastocyst culture","no",[]
"10.1186/s12864-015-2137-5","Quantitative analysis of chromatin interaction changes upon a 4.3 Mb deletion at mouse 4E2","no",[]
"10.1038/s41586-021-03460-z","HP1 drives de novo 3D genome reorganization in early <i>Drosophila</i> embryos","yes",[]
"10.1186/s13059-023-03130-5","DNA methylation modulated genetic variant effect on gene transcriptional regulation","no",[]
"10.1093/nar/gkac859","HiChIPdb: a comprehensive database of HiChIP regulatory interactions","no",[]
"10.1038/s41419-018-0343-1","miR-129-5p targets Wnt5a to block PKC/ERK/NF-κB and JNK pathways in glioblastoma","no",[]
"10.1038/s41467-022-34345-y","The 3D enhancer network of the developing T cell genome is shaped by SATB1","yes",[]
"10.1371/journal.pone.0073974","Genomic Interaction Profiles in Breast Cancer Reveal Altered Chromatin Architecture","no",[]
"10.1371/journal.pone.0305809","Unveiling nuclear chromatin distribution using IsoConcentraChromJ: A flourescence imaging plugin for IsoRegional and IsoVolumetric based ratios analysis","no",[]
"10.1093/nar/gkab1125","A set of accessible enhancers enables the initial response of breast cancer cells to physiological progestin concentrations","no",[]
"10.1093/plphys/kiae333","Epigenetic control during root development and symbiosis","no",[]
"10.3389/fcell.2021.784440","Fiber-Like Organization as a Basic Principle for Euchromatin Higher-Order Structure","no",[]
"10.1093/nar/gkac234","SETDB1 fuels the lung cancer phenotype by modulating epigenome, 3D genome organization and chromatin mechanical properties","no",[]
"10.1016/j.advenzreg.2007.01.005","Biochemistry meets nuclear architecture: Multicolor immuno-FISH for co-localization analysis of chromosome segments and differentially expressed gene loci with various histone methylations","no",[]
"10.1016/j.tcb.2020.09.003","Histone Variants and Histone Modifications in Neurogenesis","no",[]
"10.1016/j.semcdb.2018.08.004","Roles of cohesin in chromosome architecture and gene expression","no",[]
"","Effect of retinoic acid on the actin cytoskeleton in HL-60 cells","no",[]
"10.1016/j.molcel.2018.03.030","HMGB2 Loss upon Senescence Entry Disrupts Genomic Organization and Induces CTCF Clustering across Cell Types","no",[]
"10.1002/adhm.201901295","Supramolecular Nanofibers for Encapsulation and In Situ Differentiation of Neural Stem Cells","no",[]
"10.1038/s41588-017-0003-x","Dynamic epigenomic landscapes during early lineage specification in mouse embryos","no",[]
"","HiCComp: Multiple-level Comparative Analysis of Hi-C Data by Triplet Network","no",[]
"10.1039/c4sm02425g","Active mechanical coupling between the nucleus, cytoskeleton and the extracellular matrix, and the implications for perinuclear actomyosin organization","no",[]
"10.1007/s00418-005-0049-1","Histone lysine methylation patterns in human cell types are arranged in distinct three-dimensional nuclear zones","no",[]
